time               total        used        free      shared  buff/cache   available
2023-07-30 13:53:12  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:15  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:18  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:21  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:24  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:27  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:30  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:33  Mem:           125G         27G         77G        1.1M         20G         96G
2023-07-30 13:53:36  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:39  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:42  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:45  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:48  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:51  Mem:           125G         27G         76G        1.1M         20G         96G
2023-07-30 13:53:54  Mem:           125G         28G         76G        1.1M         20G         96G
2023-07-30 13:53:57  Mem:           125G         28G         76G        1.1M         20G         95G
2023-07-30 13:54:00  Mem:           125G         28G         76G        1.1M         20G         95G
2023-07-30 13:54:03  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:06  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:09  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:12  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:15  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:18  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:21  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:24  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:27  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:30  Mem:           125G         28G         75G        1.1M         21G         95G
2023-07-30 13:54:33  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:36  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:39  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:42  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:45  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:48  Mem:           125G         28G         74G        1.1M         21G         95G
2023-07-30 13:54:51  Mem:           125G         29G         74G        1.1M         21G         94G
2023-07-30 13:54:54  Mem:           125G         29G         74G        1.1M         21G         94G
2023-07-30 13:54:57  Mem:           125G         29G         74G        1.1M         22G         94G
2023-07-30 13:55:00  Mem:           125G         29G         73G        1.1M         22G         94G
2023-07-30 13:55:03  Mem:           125G         29G         73G        1.1M         22G         94G
2023-07-30 13:55:06  Mem:           125G         29G         73G        1.1M         22G         94G
2023-07-30 13:55:09  Mem:           125G         29G         73G        1.1M         22G         94G
2023-07-30 13:55:12  Mem:           125G         29G         73G        1.1M         22G         94G
2023-07-30 13:55:15  Mem:           125G         29G         73G        1.1M         22G         94G
